ID,TARGET
2,0.10600000
5,0.01400000
6,0.00000000
7,0.00000000
9,0.00000000
11,0.08400000
12,0.05600000
15,0.01600000
16,0.03400000
17,0.00800000
19,0.00000000
21,0.00000000
22,0.01800000
24,0.00000000
27,0.00600000
28,0.09600000
30,0.14200000
33,0.00000000
35,0.00526606
37,0.01800000
38,0.00000000
40,0.21094505
41,0.01000000
44,0.00400000
46,0.06800000
47,0.00400000
48,0.00000000
50,0.00000000
52,0.28892698
53,0.00000000
55,0.00000000
57,0.00000000
58,0.01400000
59,0.00000000
62,0.02200000
63,0.00000000
64,0.00200000
65,0.00000000
67,0.00200000
69,0.04800000
70,0.00000000
71,0.18800000
72,0.00600000
73,0.00000000
76,0.00000000
78,0.00000000
79,0.04400000
81,0.02000000
85,0.00000000
86,0.00000000
89,0.03600000
94,0.00200000
96,0.00000000
97,0.02600000
98,0.00000000
99,0.00000000
100,0.08000000
103,0.02800000
104,0.00400000
108,0.00000000
110,0.00000000
112,0.00400000
114,0.18399537
116,0.01200000
117,0.08000000
119,0.00000000
120,0.00200000
121,0.00000000
123,0.02400000
124,0.01146830
126,0.00000000
128,0.00000000
129,0.08600000
133,0.05000000
138,0.00400000
147,0.00000000
149,0.03400000
158,0.00000000
160,0.00000000
164,0.05000000
167,0.03800000
168,0.04600000
174,0.00000000
181,0.02000000
185,0.02000000
187,0.00800000
189,0.02000000
190,0.02600000
194,0.00600000
197,0.08800000
198,0.00000000
201,0.08200000
205,0.00200000
208,0.13000000
211,0.00000000
216,0.00000000
219,0.10800000
223,0.00200000
224,0.00000000
226,0.00000000
229,0.00000000
230,0.02400000
237,0.00800000
238,0.00000000
240,0.05000000
243,0.00000000
245,0.03800000
246,0.67400000
247,0.00200000
248,0.01000000
249,0.00000000
250,0.49200000
251,0.00000000
255,0.14200000
256,0.02400000
257,0.10400000
260,0.02399814
261,0.00000000
263,0.17800000
264,0.60717855
267,0.00400000
268,0.00600000
272,0.01000000
274,0.00800000
275,0.00000000
277,0.87000000
278,0.28200000
280,0.00600000
281,0.06600000
282,0.12000000
283,0.00000000
