ID,TARGET
2,0.06217070
5,0.09796769
6,0.05859478
7,0.19548990
9,0.04903667
11,0.29218628
12,0.04467527
15,0.29623411
16,0.15220737
17,0.10946254
19,0.05452048
21,0.07746364
22,0.10653144
24,0.05171543
27,0.00282838
28,0.10345666
30,0.03580435
33,0.04904721
35,0.02468272
37,0.06896943
38,0.05451531
40,0.33413318
41,0.19114055
44,0.02032330
46,0.21217889
47,0.09797446
48,0.04904721
50,0.07211079
52,0.35746534
53,0.19114055
55,0.19991375
57,0.04900157
58,0.11869431
59,0.19114055
62,0.06055278
63,0.02468272
64,0.02677332
65,0.08625864
67,0.02536314
69,0.11032256
70,0.04904721
71,0.61718667
72,0.05932765
73,0.04163157
76,0.01693301
78,0.05334109
79,0.19851840
81,0.05798660
85,0.07593350
86,0.04904721
89,0.02677921
94,0.20441229
96,0.04904721
97,0.07130368
98,0.02337257
99,0.19548990
100,0.35300051
103,0.25350057
104,0.04904721
108,0.10181370
110,0.07206210
112,0.03902535
114,0.19114055
116,0.11202453
117,0.03089204
119,0.19063964
120,0.01561757
121,0.03385953
123,0.14657509
124,0.05597622
126,0.02335825
128,0.02536066
129,0.11749428
133,0.09501249
138,0.05746302
147,0.19114055
149,0.10103939
158,0.04904721
160,0.05036459
164,0.11592907
167,0.22462366
168,0.23054161
174,0.02402011
181,0.13792662
185,0.04199791
187,0.04932686
189,0.07285994
190,0.07321042
194,0.05827735
197,0.56328216
198,0.19548990
201,0.10765028
205,0.00952993
208,0.09991618
211,0.07593350
216,0.20898560
219,0.25173299
223,0.05177672
224,0.25350057
226,0.19114055
229,0.05308912
230,0.13995783
237,0.12966775
238,0.26800807
240,0.05403377
243,0.07184365
245,0.37233748
246,0.40546493
247,0.11415458
248,0.06404713
249,0.04904721
250,0.30978698
251,0.02335825
255,0.11653792
256,0.10310717
257,0.10122166
260,0.44428361
261,0.05903297
263,0.31397048
264,0.24825885
267,0.00144744
268,0.06521114
272,0.09677285
274,0.08546640
275,0.02337486
277,0.25350057
278,0.25881487
280,0.00293706
281,0.08237488
282,0.19068126
283,0.05171543
284,0.15783082
286,0.25720721
290,0.02073142
291,0.05746846
293,0.19991375
295,0.14898996
297,0.07021914
298,0.22315456
300,0.01443358
304,0.02521996
305,0.01639643
308,0.05032979
309,0.05036459
310,0.05838579
312,0.05746846
313,0.23799512
315,0.08287403
317,0.10881190
318,0.26257188
321,0.06587022
323,0.10775099
325,0.05760693
326,0.19114055
327,0.05171543
328,0.71420351
329,0.03773160
330,0.03476705
331,0.08284613
334,0.12615023
335,0.11022429
336,0.13271717
337,0.00423798
338,0.19548990
339,0.19114055
341,0.29099649
343,0.63756168
346,0.05860432
348,0.02337486
350,0.09462173
351,0.05901490
352,0.19114055
357,0.11590335
358,0.02468272
360,0.06000277
361,0.19114055
364,0.12371889
365,0.12637147
366,0.06212973
367,0.12029880
368,0.05890490
370,0.02337486
372,0.00902976
376,0.04901327
377,0.03719851
379,0.03570851
380,0.19114055
381,0.13680838
385,0.03673188
386,0.02677921
389,0.06966439
391,0.10300895
392,0.03480835
393,0.05171543
395,0.08408552
396,0.07399944
397,0.04866346
398,0.07955255
399,0.07994141
400,0.06107497
401,0.02651001
403,0.00361236
405,0.08472480
406,0.05452048
409,0.19114055
411,0.15799936
413,0.05901233
418,0.00744779
419,0.19548990
422,0.19114055
424,0.33413318
425,0.33430829
427,0.04904721
430,0.04901327
431,0.19114055
434,0.19114055
435,0.02677921
437,0.22802701
438,0.00273243
439,0.35939645
442,0.02468272
446,0.02468272
450,0.09145106
451,0.19114055
452,0.05448297
454,0.04901327
455,0.00220247
463,0.19991375
464,0.02468272
465,0.04904721
467,0.32000902
468,0.08580467
470,0.10054090
472,0.13975091
473,0.19548990
475,0.08649086
476,0.07747979
479,0.19114055
481,0.02089924
483,0.06056563
484,0.13220929
486,0.06550521
487,0.04904721
491,0.02606182
494,0.05036459
495,0.07083946
497,0.06922702
498,0.18995723
499,0.05171543
503,0.19114055
504,0.05507229
505,0.07747979
506,0.00687306
507,0.08121091
508,0.34841917
509,0.19991375
510,0.04716363
511,0.67266172
512,0.08475400
516,0.02803263
518,0.05597622
519,0.14032147
520,0.00492910
521,0.02337486
522,0.00517406
524,0.31578209
525,0.01873533
526,0.02337486
528,0.19114055
529,0.07135060
531,0.09385077
532,0.34475730
534,0.08994978
536,0.10658747
539,0.11600370
540,0.09792338
541,0.04904721
542,0.20441229
545,0.05591126
546,0.02337486
552,0.06954910
556,0.07206210
557,0.02337486
559,0.07290451
562,0.01270923
563,0.01954210
565,0.10660179
569,0.07206210
570,0.05972928
574,0.09608426
575,0.07747979
585,0.05036459
589,0.05541706
590,0.14016920
592,0.19548990
593,0.07600972
594,0.07609671
595,0.19114055
597,0.00788570
601,0.05858093
603,0.05171543
604,0.07018637
605,0.05746846
607,0.04904721
608,0.07884330
610,0.19548990
612,0.53567129
613,0.06722709
615,0.07029106
616,0.39893011
617,0.02606182
619,0.05742904
620,0.35108493
621,0.02337486
624,0.09865045
625,0.00023958
628,0.07211079
629,0.50387631
630,0.02677921
632,0.37233748
634,0.02335825
637,0.27351506
638,0.15325429
642,0.02825205
643,0.03168644
644,0.06325425
646,0.04901327
655,0.25881487
660,0.19548990
664,0.10128868
665,0.07652485
666,0.04904721
670,0.40733988
671,0.28645159
672,0.01733760
675,0.02335825
676,0.05597622
677,0.19114055
678,0.07607813
680,0.02337486
683,0.36389669
684,0.19991375
685,0.06550521
691,0.08323040
693,0.04898987
696,0.05852558
698,0.14320069
699,0.19114055
700,0.12722690
703,0.06423856
704,0.24088545
705,0.05171297
707,0.33848422
709,0.12350429
711,0.34665679
713,0.19114055
716,0.04904721
719,0.04904721
721,0.02402011
722,0.05892749
723,0.06825441
724,0.05097824
727,0.02335825
728,0.19548990
729,0.07747979
733,0.19114055
736,0.00000000
739,0.06055992
742,0.34665679
743,0.13752740
744,0.01154902
745,0.30978698
747,0.00583936
749,0.12631441
750,0.05310048
751,0.15130370
752,0.11108124
755,0.02466521
756,0.04915223
762,0.05528531
763,0.19548990
764,0.13826258
765,0.02606118
766,0.02402011
769,0.05310048
770,0.21546035
773,0.05036459
774,0.05899800
776,0.06052422
777,0.02536314
778,0.12931697
779,0.19114055
780,0.04904721
781,0.09910319
786,0.09106911
788,0.06105803
794,0.20441229
796,0.44428361
801,0.20935266
802,0.02825894
803,0.02005885
804,0.02337486
805,0.05035859
809,0.03507544
810,0.25881487
817,0.05171543
819,0.16437347
821,0.05036459
824,0.25350057
825,0.09268407
826,0.22315456
830,0.06256355
831,0.07858504
832,0.03575766
833,0.06633193
837,0.19114055
839,0.02335825
840,0.05945526
841,0.06217216
842,0.02335825
