2,0
5,0
6,1
7,1
9,1
11,0
12,0
15,0
16,0
17,0
19,1
21,1
22,0
24,0
27,0
28,0
30,0
33,1
35,0
37,0
38,0
40,0
41,0
44,0
46,0
47,0
48,1
50,1
52,0
53,1
55,1
57,1
58,0
59,1
62,0
63,1
64,1
65,1
67,0
69,0
70,1
71,0
72,0
73,1
76,1
78,1
79,0
81,0
85,1
86,1
89,0
94,0
96,1
97,0
98,1
99,0
100,0
103,0
104,0
108,0
110,0
112,0
114,0
116,0
117,0
119,0
120,0
121,1
123,0
124,0
126,1
128,1
129,0
133,0
138,0
147,1
149,0
158,1
160,1
164,0
167,0
168,0
174,0
181,0
185,0
187,0
189,0
190,0
194,0
197,0
198,1
201,0
205,1
208,0
211,1
216,1
219,0
223,0
224,0
226,1
229,1
230,0
237,0
238,1
240,0
243,1
245,0
246,0
247,0
248,0
249,1
250,0
251,1
255,0
256,0
257,0
260,0
261,1
263,0
264,0
267,0
268,0
272,0
274,0
275,1
277,0
278,0
280,0
281,0
282,0
283,1
284,0
286,0
290,0
291,0
293,1
295,0
297,1
298,0
300,1
304,1
305,0
308,0
309,1
310,0
312,1
313,0
315,0
317,0
318,1
321,0
323,0
325,0
326,0
327,0
328,0
329,1
330,0
331,0
334,0
335,0
336,0
337,0
338,0
339,1
341,0
343,0
346,0
348,1
350,0
351,0
352,0
357,0
358,1
360,0
361,1
364,0
365,0
366,0
367,1
368,0
370,1
372,0
376,1
377,0
379,0
380,1
381,0
385,1
386,0
389,0
391,0
392,1
393,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
403,0
405,0
406,0
409,1
411,0
413,0
418,0
419,1
422,0
424,0
425,0
427,1
430,1
431,1
434,1
435,1
437,0
438,0
439,0
442,1
446,0
450,0
451,1
452,0
454,1
455,0
463,1
464,1
465,1
467,0
468,0
470,0
472,0
473,1
475,0
476,1
479,1
481,0
483,1
484,0
486,0
487,1
491,1
494,0
495,0
497,0
498,0
499,1
503,0
504,0
505,0
506,0
507,0
508,0
509,1
510,0
511,0
512,0
516,1
518,0
519,0
520,0
521,1
522,0
524,0
525,0
526,1
528,1
529,0
531,0
532,0
534,0
536,0
539,0
540,0
541,1
542,0
545,1
546,1
552,0
556,1
557,1
559,0
562,0
563,0
565,0
569,1
570,0
574,0
575,0
585,1
589,0
590,0
592,1
593,0
594,0
595,1
597,0
601,1
603,0
604,1
605,0
607,1
608,0
610,1
612,0
613,0
615,0
616,0
617,0
619,0
620,0
621,1
624,0
625,0
628,0
629,0
630,0
632,0
634,1
637,1
638,0
642,0
643,0
644,0
646,1
655,0
660,1
664,0
665,0
666,0
670,0
671,0
672,0
675,1
676,0
677,0
678,0
680,0
683,0
684,1
685,0
691,0
693,0
696,1
698,1
699,1
700,0
703,0
704,0
705,1
707,0
709,0
711,0
713,1
716,1
719,1
721,1
722,0
723,0
724,1
727,1
728,1
729,1
733,0
736,0
739,0
742,0
743,0
744,0
745,0
747,0
749,0
750,0
751,0
752,0
755,1
756,0
762,0
763,0
764,0
765,0
766,0
769,0
770,0
773,1
774,0
776,1
777,1
778,0
779,1
780,1
781,0
786,0
788,0
794,0
796,0
801,0
802,0
803,0
804,1
805,1
809,1
810,0
817,0
819,0
821,1
824,0
825,0
826,0
830,0
831,0
832,1
833,0
837,1
839,1
840,0
841,1
842,0
843,0
844,0
845,0
848,0
853,0
854,1
855,1
856,0
861,0
865,1
866,1
867,0
870,0
871,1
872,0
873,1
874,0
875,0
876,0
879,1
880,1
883,1
884,0
886,0
890,1
892,0
893,0
894,0
895,1
896,0
897,0
899,0
900,0
901,0
902,0
905,0
912,0
914,0
915,0
917,0
918,1
919,1
921,1
922,0
923,0
926,1
929,0
930,1
931,1
937,1
938,0
939,0
941,0
946,0
947,0
950,1
951,1
952,1
953,0
954,0
955,1
956,0
957,0
960,0
963,0
966,0
969,0
971,1
972,0
975,0
980,0
982,0
983,1
985,0
987,0
988,0
991,0
992,1
995,0
996,0
998,1
1001,0
1002,1
1004,1
1005,0
1010,1
1011,0
1012,1
1013,0
1014,0
1015,0
1016,0
1022,1
1023,0
1024,1
1025,1
1026,0
1028,0
1029,0
1032,0
1034,0
1036,1
1037,0
1039,0
1042,1
1045,1
1046,0
1050,0
1052,0
1055,1
1057,0
1058,1
1060,1
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,0
1070,0
1072,1
1077,0
1078,1
1079,1
1081,0
1082,0
1093,0
1094,0
1102,0
1103,0
1106,0
1107,0
1112,0
1113,1
1114,0
1116,1
1118,0
1120,1
1121,1
1128,0
1130,0
1132,1
1135,0
1138,0
1139,1
1141,1
1143,0
1146,0
1148,0
1149,0
1151,0
1152,0
1153,1
1155,0
1157,1
1160,0
1161,0
1162,0
1164,0
1168,0
1169,1
1174,0
1176,0
1177,0
1178,1
1180,0
1181,0
1182,0
1185,0
1190,0
1194,1
1196,0
1199,1
1200,0
1201,0
1202,0
1206,0
1207,0
1208,1
1212,0
1216,1
1219,1
1221,0
1222,1
1225,0
1227,1
1230,0
1231,1
1232,1
1233,0
1234,0
1235,1
1236,0
1237,0
1238,0
1239,0
1240,0
1241,1
1244,0
1245,0
1247,1
1250,0
1251,1
1257,1
1259,1
1266,0
1267,0
1268,0
1270,0
1272,0
1273,0
1276,0
1278,1
1279,0
1283,0
1284,1
1286,0
1289,0
1290,0
1292,0
1293,0
1294,0
1296,0
1298,1
1299,0
1301,0
1304,0
1306,0
1308,0
1310,0
1311,0
1312,0
1315,1
1318,0
1319,0
1320,0
1323,1
1324,0
1325,0
1326,0
1329,0
1331,0
1332,0
1335,0
1336,0
1338,0
1340,0
1342,1
1345,0
1347,1
1349,1
1350,0
1351,1
1354,1
1355,1
1356,1
1359,0
1361,0
1362,0
1363,0
1365,1
1366,0
1367,0
1368,1
1369,0
1370,0
1371,1
1372,0
1374,0
1375,0
1376,0
1379,1
1380,1
1383,0
1387,0
1388,0
1389,0
1390,0
1394,0
1396,0
1397,0
1399,1
1400,0
1402,0
1403,0
1404,0
1405,0
1407,0
1409,1
1413,1
1415,0
1416,0
1418,0
1422,1
1423,0
1425,1
1428,1
1429,0
1430,0
1431,0
1432,1
1434,1
1435,0
1436,0
1438,1
1443,0
1445,0
1446,0
1453,0
1456,0
1458,0
1459,1
1460,0
1461,0
1462,0
1463,1
1466,0
1467,0
1469,0
1470,0
1471,0
1473,0
1476,0
1477,0
1481,0
1482,1
1485,0
1486,0
1490,0
1491,0
1493,1
1494,0
1500,0
1504,0
1506,1
1509,0
1512,0
1514,0
1518,1
1520,1
1522,0
1525,0
1526,0
1529,0
1530,0
1532,1
1533,0
1537,0
1542,0
1544,0
1545,0
1546,0
1549,0
1551,0
1552,1
1555,1
1556,1
1558,1
1560,1
1561,0
1562,1
1563,1
1566,0
1568,0
1570,1
1575,0
1577,0
1579,1
1581,0
1582,0
1585,0
1586,0
1587,0
1593,0
1597,0
1599,0
1608,1
1609,0
1612,0
1615,1
1616,0
1618,0
1619,1
1624,0
1625,0
1627,1
1628,0
1635,1
1636,0
1637,0
1640,1
1642,0
1645,1
1647,1
1648,0
1650,0
1651,0
1653,0
1654,0
1655,0
1656,0
1657,0
1659,0
1661,0
1662,0
1663,0
1664,0
1671,1
1673,0
1674,0
1678,0
1680,0
1682,0
1687,1
1689,1
1690,0
1691,0
1692,0
1696,0
1701,0
1702,0
1705,1
1707,1
1711,1
1714,0
1715,0
1716,1
1717,0
1719,1
1723,1
1725,1
1726,0
1728,1
1730,0
1731,1
1736,0
1742,0
1745,0
1747,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1758,0
1759,0
1760,0
1761,1
1763,0
1765,0
1767,0
1768,1
1769,0
1774,0
1775,0
1776,1
1777,0
1779,0
1780,0
1783,1
1784,1
1785,0
1789,1
1790,0
1792,0
1793,1
1795,1
1796,0
1798,0
1802,0
1803,0
1805,1
1806,0
1809,0
1810,1
1812,0
1813,0
1814,0
1815,0
1817,0
1818,0
1819,1
1820,0
1821,0
1823,0
1826,0
1827,0
1829,0
1831,0
1833,0
1834,0
1837,0
1838,1
1839,1
1840,0
1841,0
1842,0
1844,0
1845,1
1846,1
1847,1
1850,1
1851,0
1852,1
1860,0
1862,0
1864,0
1865,1
1866,0
1867,0
1870,0
1871,0
1872,1
1873,1
1874,0
1876,0
1878,0
1879,0
1884,0
1885,0
1888,0
1893,0
1897,0
1901,0
1902,1
1903,1
1905,0
1907,1
1908,0
1919,0
1921,0
1926,1
1928,0
1930,0
1933,0
1934,0
1935,0
1939,0
1940,1
1942,1
1943,0
1945,1
1946,0
1948,0
1949,0
1952,1
1953,0
1955,1
1959,0
1963,1
1965,0
1967,1
1968,0
1969,0
1970,0
1973,0
1977,0
1978,1
1979,1
1988,0
1991,1
1994,1
1996,1
1997,0
1998,1
2000,0
2002,0
2004,1
2007,0
2008,0
2010,0
2011,0
2012,0
2015,0
2018,1
2019,1
2023,1
2024,0
2026,1
2028,1
2029,1
2031,1
2033,0
2034,0
2037,0
2038,1
2039,0
2040,1
2042,1
2045,1
2048,0
2049,1
2050,0
2057,0
2061,0
2063,0
2067,0
2069,0
2070,0
2072,0
2073,0
2075,0
2076,0
2081,1
2082,0
2084,0
2085,0
2086,0
2088,0
2092,1
2093,0
2094,1
2096,0
2102,0
2103,0
2104,0
2108,0
2109,0
2111,0
2113,0
2116,0
2117,0
2118,0
2119,1
2120,1
2121,0
2124,0
2125,0
2126,0
2127,0
2131,1
2133,0
2134,0
2136,0
2137,0
2139,1
2144,1
2145,0
2146,0
2149,0
2150,1
2151,0
2152,0
2153,1
2157,0
2158,1
2159,1
2161,1
2163,0
2166,0
2169,0
2171,0
2177,1
2179,0
2182,1
2184,0
2185,1
2186,1
2187,0
2188,0
2189,0
2190,0
2194,0
2195,1
2196,0
2198,0
2199,0
2200,1
2201,0
2203,0
2208,1
2209,0
2210,0
2211,1
2213,0
2214,0
2215,0
2216,0
2218,0
2222,1
2224,1
2229,0
2230,1
2234,0
2235,0
2237,1
2239,1
2241,0
2242,1
2243,1
2244,1
2245,1
2248,0
2251,0
2253,0
2254,1
2257,1
2261,0
2262,1
2266,0
2269,0
2275,0
2278,1
2279,1
2283,0
2284,0
2285,1
2286,0
2287,0
